1500;1281593720233;0;1;1000;0;0;0;0;0
1500;1281593720735;8663;1;4000;1,16525;219,68075;198;198;198
1500;1281593721240;9168;1;4000;1,292;260,9925;212;212;212
1500;1281593721741;9669;1;8000;1,41625;223,977625;377;377;377
1500;1281593725469;13397;1;8000;2,20875;4852,975375;3710;3702;3699
1500;1281593727575;15503;1;8000;0,9365;308,974625;1852;1277;969
1500;1281593728104;16032;1;8000;1,003625;84,94675;495;87;87
1500;1281593728605;16533;1;8000;1,015;14,401125;415;14;14
1500;1281593729109;17037;1;4000;0,00125;0,15625;397;0;0
1500;1281593730362;18290;1;8000;0,056;8,45;1206;435;220
1500;1281593731053;18981;1;8000;0,0035;0,91825;677;0;0
1500;1281593733392;21320;1;8000;0,01525;21,026625;2338;1724;1449
1500;1281593733894;21822;1;8000;0,0165;0,52075;271;25;25
1500;1281593735360;23288;1;8000;0,0085;5,48125;1460;641;0
1500;1281593735948;23876;1;8000;0,0025;0,4095;547;0;0
1500;1281593736455;24383;1;8000;0,00275;0,266625;452;0;0
1500;1281593736960;24888;1;4000;9.999999999998899E-4;0,13775;391;0;0
1500;1281593740995;28923;1;8000;0,13075;55,00775;3954;2172;1049
1500;1281593741513;29441;1;8000;0,01;2,61475;454;280;3
1500;1281593743572;31500;1;8000;0,0165;10,136625;1869;900;562
1500;1281593747731;35659;1;8000;0,1495;160,152625;3752;2980;2968
1500;1281593751841;39769;1;8000;0,08925;139,27;3787;3045;3000
1500;1281593752344;40272;1;8000;0,029;0,2195;178;4;4
1500;1281593752855;40783;1;4000;9.999999999998899E-4;0,272;412;0;0
1500;1281593756895;44823;1;8000;0,0955;162,332375;3933;2615;2138
1500;1281593757399;45327;1;8000;0,01025;3,4235;487;364;26
1500;1281593757913;45841;1;8000;0,017;0,594625;282;25;25
1500;1281593759580;47508;1;8000;0,01275;10,127875;1662;884;579
1500;1281593760198;48126;1;8000;0,02425;6,26175;615;431;294
1500;1281593760702;48630;1;8000;0,00125;0,321125;363;0;0
1500;1281593761218;49146;1;4000;0,00125;0,36425;407;0;0
1500;1281593762385;50313;1;8000;0,0395;6,074125;1143;498;136
1500;1281593762956;50884;1;8000;0,0035;0,97125;559;0;0
1500;1281593763843;51771;1;8000;0,0125;4,640625;885;452;160
1500;1281593765450;53378;1;8000;0,04025;25,468375;1569;1000;995
1500;1281593765960;53889;1;8000;0,01725;0,709375;311;26;26
1500;1281593767379;55307;1;8000;0,0095;6,861625;1415;724;0
1500;1281593768117;56045;1;8000;0,014;4,4375;722;360;256
1500;1281593768626;56554;1;8000;0,01175;0,339;350;1;1
1500;1281593769127;57055;1;4000;0,0015;0,34725;394;0;0
1500;1281593771968;59896;1;8000;0,05825;36,7015;2796;1871;1772
1500;1281593773404;61332;1;8000;0,0375;14,125875;1418;955;930
1500;1281593773905;61833;1;8000;0,017;0,626;272;26;25
1500;1281593775584;63512;1;8000;0,0135;10,521625;1669;897;604
1500;1281593776183;64111;1;8000;0,02025;5,66725;597;382;279
1500;1281593776694;64622;1;8000;0,00325;0,32775;358;0;0
1500;1281593777204;65132;1;4000;0,00175;0,3665;399;0;0
1500;1281593779083;67011;1;8000;0,044;11,714;1853;637;461
1500;1281593779854;67782;1;8000;0,01325;4,8805;770;469;216
1500;1281593781438;69366;1;8000;0,03975;21,29225;1547;984;977
1500;1281593781942;69870;1;8000;0,0175;0,74175;291;28;27
1500;1281593783585;71513;1;8000;0,0135;10,705625;1638;907;611
1500;1281593784127;72055;1;8000;0,0145;4,436625;540;365;264
1500;1281593784628;72556;1;8000;0,01225;0,43025;344;1;1
1500;1281593785132;73060;1;4000;0,0015;0,4435;396;0;0
1500;1281593787974;75902;1;8000;0,05525;30,186;2795;1871;1455
1500;1281593789412;77340;1;8000;0,03775;14,508875;1421;954;929
1500;1281593789914;77842;1;8000;0,0175;0,726625;274;29;26
1500;1281593791594;79522;1;8000;0,01325;10,8795;1669;913;620
1500;1281593792190;80118;1;8000;0,0195;5,600125;594;382;276
1500;1281593792691;80619;1;8000;0,003;0,435875;348;0;0
1500;1281593793195;81123;1;4000;0,0015;0,45125;396;0;0
1500;1281593795865;83793;1;8000;0,04425;17,244375;2639;1120;712
1500;1281593797440;85368;1;8000;0,0395;20,326;1539;979;971
1500;1281593797949;85877;1;8000;0,01775;0,817375;292;32;27
1500;1281593799599;87527;1;8000;0,0135;11,22875;1646;931;636
1500;1281593800141;88069;1;8000;0,015;4,65475;540;376;272
1500;1281593800647;88575;1;8000;0,01325;0,542875;349;3;3
1500;1281593801149;89077;1;4000;0,00175;0,54375;396;0;0
1500;1281593803958;91886;1;8000;0,054;28,392875;2764;1867;1180
1500;1281593805427;93355;1;8000;0,03775;15,555875;1447;958;933
1500;1281593805936;93864;1;8000;0,01775;0,8065;282;31;27
1500;1281593807601;95529;1;8000;0,0135;11,31425;1656;929;636
1500;1281593808197;96125;1;8000;0,01925;5,611625;595;382;285
1500;1281593808698;96626;1;8000;0,00275;0,48475;347;0;0
1500;1281593809203;97131;1;4000;0,00175;0,54725;397;0;0
1500;1281593811879;99807;1;8000;0,046;19,066375;2642;1229;778
1500;1281593813450;101378;1;8000;0,03975;19,866;1536;972;968
1500;1281593813988;101916;1;8000;0,01775;0,874875;320;31;26
1500;1281593815606;103534;1;8000;0,02275;11,67725;1614;936;684
1500;1281593816157;104085;1;8000;0,01575;4,945875;548;385;279
1500;1281593816658;104586;1;8000;0,01475;0,62725;346;4;4
1500;1281593817161;105089;1;4000;0,002;0,64975;397;0;0
1500;1281593818433;106361;1;8000;0,0535;14,19325;1227;638;631
1500;1281593820084;108012;1;8000;0,02425;21,22875;1629;1305;1192
1500;1281593821441;109369;1;8000;0,03775;16,108375;1354;959;936
1500;1281593821947;109875;1;8000;0,018;0,86775;282;32;27
1500;1281593822458;110386;1;8000;0,00825;1,85425;503;133;0
1500;1281593823321;111249;1;8000;0,00825;4,254125;859;570;0
1500;1281593824242;112170;1;8000;0,0245;7,21075;901;453;313
1500;1281593824750;112678;1;8000;0,00425;0,61175;362;0;0
1500;1281593825258;113186;1;4000;0,00225;0,66175;402;0;0
1500;1281593827771;115699;1;8000;0,04775;17,642875;2490;1051;579
1500;1281593829490;117418;1;8000;0,04175;26,37275;1663;1001;996
1500;1281593830001;117929;1;8000;0,01775;0,898875;312;32;26
1500;1281593831621;119549;1;8000;0,01375;11,618375;1615;949;633
1500;1281593832146;120074;1;8000;0,0095;3,298125;524;366;0
1500;1281593832648;120576;1;8000;0,00675;0,64375;332;4;0
1500;1281593833150;121078;1;4000;0,0025;0,74175;393;0;0
1500;1281593836093;124021;1;8000;0,05925;40,975;2894;1980;1881
1500;1281593837427;125355;1;8000;0,03025;9,750375;1330;915;239
1500;1281593837928;125856;1;8000;0,01825;0,917625;282;31;28
1500;1281593839630;127558;1;8000;0,014;12,02075;1666;972;637
1500;1281593840257;128185;1;8000;0,02475;6,84175;626;455;316
1500;1281593840759;128687;1;8000;0,00275;0,686;355;0;0
1500;1281593841268;129196;1;4000;0,00225;0,765;402;0;0
1500;1281593842418;130346;1;8000;0,0405;6,641125;1128;514;150
1500;1281593842980;130908;1;8000;0,0045;1,53125;547;0;0
1500;1281593843902;131830;1;8000;0,01375;5,689;920;493;225
1500;1281593845503;133431;1;8000;0,0415;25,985375;1563;1002;992
1500;1281593846015;133943;1;8000;0,018;0,947875;311;31;27
